TransactionID,CustomerID,TransactionType,TransactionAmount,TransactionDate,TransactionTime,IP_Location,Device,OldBalance,NewBalance,SenderAccount,ReceiverAccount,SenderLocation,ReceiverLocation,SenderBank,ReceiverBank,isFraud
T002126,C9775,Withdrawal,2276.49,2024-11-30,01:27:31,53.57.100.64,Mozilla/5.0 (Android 5.1; Mobile; rv:56.0) Gecko/56.0 Firefox/56.0,12821.66,10545.17,AC561528,AC677630,Donnaport,North Monica,Bank A,Bank C,0
T002127,C1583,Deposit,4107.22,2024-10-09,22:07:45,132.181.204.219,Mozilla/5.0 (Android 5.1.1; Mobile; rv:44.0) Gecko/44.0 Firefox/44.0,2827.24,2827.24,AC219336,AC980137,North Katiechester,Edwardsville,Bank D,Bank D,0
T002128,C6927,Payment,6859.52,2025-03-15,04:53:33,39.225.35.105,Opera/9.28.(X11; Linux i686; ber-MA) Presto/2.9.166 Version/12.00,10978.25,4118.73,AC869925,AC856735,Douglasshire,Nicholasland,Bank D,Bank A,0
T002129,C6705,Deposit,5748.56,2025-01-20,21:55:33,200.12.131.183,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/11.5p0631.0 Mobile/17Q001 Safari/532.1",7230.86,1482.3,AC644905,AC773830,Lewisport,Jessechester,Bank D,Bank B,0
T002130,C3438,Transfer,8288.42,2025-08-16,04:58:14,92.200.146.220,Mozilla/5.0 (Windows 98; Win 9x 4.90; ug-CN; rv:1.9.2.20) Gecko/6637-08-12 13:39:04 Firefox/3.6.6,159.09,159.09,AC952575,AC104152,South Craigview,Bridgetview,Bank B,Bank A,0
T002131,C9849,Deposit,5770.5,2024-09-06,05:57:33,179.204.121.45,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_7) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/22.0.856.0 Safari/534.1",19688.18,13917.68,AC102711,AC400981,Allenland,North Christianberg,Bank B,Bank E,0
T002132,C6016,Withdrawal,5443.04,2024-12-25,12:40:21,93.120.221.151,Opera/8.48.(X11; Linux x86_64; ka-GE) Presto/2.9.188 Version/11.00,11024.12,5581.08,AC473809,AC771097,Johnsonton,West Shirleyberg,Bank C,Bank A,0
T002133,C2857,Deposit,7170.61,2025-06-29,23:52:01,3.0.78.187,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_6; rv:1.9.2.20) Gecko/9513-09-11 21:57:12 Firefox/13.0,16509.83,9339.22,AC969285,AC112275,New Nancystad,North Nicholas,Bank B,Bank E,0
T002134,C9493,Deposit,4456.95,2024-10-02,15:14:06,28.176.129.34,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/15.0.817.0 Safari/532.1",16181.71,11724.76,AC223858,AC944507,West Tammybury,Ashleeberg,Bank B,Bank C,0
T002135,C2063,Transfer,4005.68,2024-10-18,17:41:18,186.180.245.109,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_5 rv:5.0; se-NO) AppleWebKit/531.32.3 (KHTML, like Gecko) Version/5.0 Safari/531.32.3",8323.37,4317.69,AC454918,AC533873,Anthonyfort,Kristenview,Bank E,Bank C,0
T002136,C7785,Deposit,9301.77,2025-07-23,09:38:38,80.209.55.135,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/5.1),992.53,992.53,AC804172,AC150947,Leslieshire,West Jeffreystad,Bank A,Bank D,0
T002137,C8770,Deposit,7565.38,2025-06-10,03:42:41,13.15.195.185,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/7948-06-03 08:22:51 Firefox/3.6.2,18787.25,11221.87,AC494813,AC179734,Palmerview,Williamsside,Bank D,Bank E,0
T002138,C1594,Transfer,8688.12,2025-06-12,00:23:04,44.166.183.198,Mozilla/5.0 (Android 4.1.1; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,16682.4,7994.28,AC913085,AC809069,Port Annafort,West Teresamouth,Bank A,Bank C,0
T002139,C1723,Transfer,7451.98,2025-06-21,11:53:45,137.157.189.126,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/3188-05-12 20:03:19 Firefox/8.0,19220.8,11768.82,AC303993,AC697823,New Tina,Lake Brookefort,Bank A,Bank E,0
T002140,C5913,Withdrawal,5583.54,2025-07-13,17:26:23,136.17.134.56,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/9.8n9804.0 Mobile/55W111 Safari/533.1",3464.14,3464.14,AC257664,AC236108,Owensmouth,West Lisa,Bank A,Bank D,0
T002141,C5222,Transfer,173.28,2025-07-03,05:08:49,183.157.221.148,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/5.0),5139.54,4966.26,AC283014,AC193523,New Connieland,New Austinchester,Bank E,Bank E,0
T002142,C4561,Deposit,6717.95,2025-08-12,22:58:55,90.15.160.248,Opera/8.74.(X11; Linux x86_64; ne-NP) Presto/2.9.175 Version/11.00,13621.68,6903.73,AC364150,AC911060,Dantown,South Jasonshire,Bank E,Bank C,0
T002143,C4753,Transfer,7555.33,2025-01-01,05:32:59,187.102.187.91,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; aa-ER) AppleWebKit/533.37.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6533.37.5",489.65,489.65,AC295041,AC601330,West Joelton,Lake Waynehaven,Bank B,Bank A,0
T002144,C3106,Deposit,7477.44,2025-01-10,18:42:41,118.129.29.187,Opera/8.78.(Windows NT 4.0; ko-KR) Presto/2.9.173 Version/11.00,13290.5,5813.06,AC480272,AC694319,Beasleyview,Zacharyborough,Bank B,Bank B,0
T002145,C3854,Payment,4392.39,2025-04-30,12:49:48,179.136.52.188,Mozilla/5.0 (Windows NT 5.0; gv-GB; rv:1.9.1.20) Gecko/9162-07-31 15:44:13 Firefox/13.0,18940.78,14548.39,AC363461,AC223309,New Isaiahborough,Rubiotown,Bank E,Bank E,0
T002146,C3895,Transfer,4852.01,2024-12-26,16:43:48,154.190.234.102,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/48.0.889.0 Safari/536.2",1460.17,1460.17,AC168871,AC521868,Davidbury,Princeview,Bank C,Bank D,0
T002147,C8246,Payment,5053.85,2024-12-24,06:39:18,219.25.101.133,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4 rv:2.0; sc-IT) AppleWebKit/532.1.4 (KHTML, like Gecko) Version/5.1 Safari/532.1.4",12979.31,7925.46,AC248637,AC729002,Port Jennifer,Lake Nathanshire,Bank B,Bank E,0
T002148,C7896,Payment,886.78,2025-05-21,02:56:45,205.56.254.203,Opera/9.50.(Windows CE; fi-FI) Presto/2.9.160 Version/11.00,13941.1,13054.32,AC888713,AC951359,South Alexa,West Ryanville,Bank A,Bank B,0
T002149,C2301,Withdrawal,1726.3,2024-12-24,21:25:01,97.44.123.30,Opera/9.95.(Windows NT 6.1; kn-IN) Presto/2.9.168 Version/11.00,5263.92,3537.62,AC869743,AC186984,New Cathyshire,Michelleport,Bank B,Bank B,0
T002150,C2433,Transfer,2000.14,2025-07-23,11:06:01,220.104.67.135,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0),5401.41,3401.27,AC188630,AC921397,Lake Stephanieshire,Elizabethfurt,Bank C,Bank A,0
T002151,C4063,Withdrawal,7234.22,2025-01-11,11:34:20,223.231.157.225,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/32.0.845.0 Safari/536.1",8864.95,1630.73,AC437806,AC554144,Rangelburgh,Lake Christopherberg,Bank D,Bank A,0
T002152,C2474,Deposit,2603.5,2024-09-27,07:05:06,124.181.233.156,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/5119-02-22 02:11:07 Firefox/3.8,8255.32,5651.82,AC295637,AC835586,Port Paulaton,East Michaelview,Bank D,Bank C,0
T002153,C1876,Deposit,5156.29,2024-12-10,13:32:00,211.151.45.85,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/15.0.830.0 Safari/536.2",9553.01,4396.72,AC369856,AC337876,South Danielle,Port Christineborough,Bank D,Bank C,0
T002154,C6376,Payment,1114.69,2025-08-08,01:06:25,64.53.200.64,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0 rv:4.0; st-ZA) AppleWebKit/535.7.2 (KHTML, like Gecko) Version/5.1 Safari/535.7.2",16108.75,14994.06,AC523838,AC217945,Pattyport,Marilynside,Bank A,Bank D,0
T002155,C9588,Withdrawal,6920.44,2025-07-11,04:36:05,54.190.149.253,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/3.0),12608.44,5688.0,AC707545,AC840107,Josephchester,Duartebury,Bank B,Bank D,0
T002156,C5185,Transfer,5967.0,2025-05-17,04:01:54,46.129.68.16,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/18.0.875.0 Mobile/33C565 Safari/536.1",9846.5,3879.5,AC178417,AC335298,North Alexandra,Brianmouth,Bank C,Bank D,0
T002157,C6952,Deposit,3184.18,2025-08-21,10:18:27,49.207.101.150,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.15.7 (KHTML, like Gecko) Version/5.0.1 Safari/534.15.7",2724.82,2724.82,AC823044,AC280190,Lake Timothy,Port Samanthastad,Bank C,Bank D,0
T002158,C9321,Deposit,7822.36,2024-09-29,21:32:36,70.229.76.123,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; mag-IN) AppleWebKit/535.18.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.18.1",12278.26,4455.9,AC556087,AC454830,Armstrongland,West Jennifer,Bank E,Bank E,0
T002159,C1952,Transfer,1238.69,2024-10-19,17:22:16,193.11.59.164,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.39.7 (KHTML, like Gecko) Version/5.0.2 Safari/535.39.7",13640.8,12402.11,AC846854,AC892839,North Jamieton,Rebeccamouth,Bank E,Bank E,0
T002160,C7082,Withdrawal,9553.64,2024-10-23,21:06:31,222.51.126.12,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/17.0.848.0 Safari/534.2",8452.39,8452.39,AC266752,AC142330,Trevormouth,North Jessica,Bank A,Bank C,0
T002161,C8518,Transfer,4562.36,2025-01-13,19:28:09,32.159.75.121,"Mozilla/5.0 (iPad; CPU iPad OS 14_8_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/14.2y1362.0 Mobile/21H667 Safari/535.2",14246.24,9683.88,AC846093,AC307484,Villarrealborough,Brownbury,Bank C,Bank E,0
T002162,C5989,Transfer,5683.85,2025-04-11,02:20:01,210.192.206.201,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ts-ZA) AppleWebKit/534.28.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6534.28.3",5031.22,5031.22,AC919041,AC527414,Kelleyport,Salaschester,Bank E,Bank C,0
T002163,C7418,Withdrawal,4349.61,2025-05-31,01:57:45,40.50.217.61,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.0),13200.07,8850.46,AC166592,AC564288,Wheelerside,Fryeville,Bank D,Bank B,0
T002164,C6828,Transfer,991.27,2025-06-20,00:43:31,156.84.74.145,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/43.0.846.0 Safari/531.1",4330.3,3339.03,AC785512,AC639839,West Stephanie,South Henry,Bank C,Bank C,0
T002165,C2475,Transfer,6820.72,2024-09-11,17:24:37,1.17.195.209,Opera/8.47.(X11; Linux x86_64; unm-US) Presto/2.9.170 Version/11.00,370.94,370.94,AC744879,AC172347,New Glenn,North Roberttown,Bank E,Bank E,0
T002166,C4405,Withdrawal,6645.53,2025-03-13,17:24:39,26.131.239.30,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/35.0.873.0 Safari/533.2",1520.19,1520.19,AC206402,AC246002,Lake Jerry,Melanieville,Bank B,Bank D,0
T002167,C3036,Transfer,2708.24,2025-02-25,09:23:24,141.28.174.211,Opera/8.44.(X11; Linux x86_64; az-AZ) Presto/2.9.168 Version/11.00,13989.28,11281.04,AC910249,AC779025,Garciaton,New David,Bank B,Bank C,0
T002168,C3115,Withdrawal,8770.85,2025-07-04,06:24:10,222.217.195.75,Opera/9.31.(Windows CE; aa-DJ) Presto/2.9.169 Version/10.00,5849.2,5849.2,AC370347,AC340150,Spearsshire,West Timothyport,Bank B,Bank D,0
T002169,C8218,Deposit,7690.32,2024-11-06,00:18:47,175.31.138.29,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.1),8028.62,338.3,AC663683,AC627389,Thomasside,Jerrymouth,Bank A,Bank B,0
T002170,C3584,Deposit,1500.57,2025-04-07,14:11:35,168.114.204.58,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/534.11.7 (KHTML, like Gecko) Version/5.0.1 Safari/534.11.7",388.15,388.15,AC676177,AC541539,North Emmaburgh,Moyermouth,Bank A,Bank C,0
T002171,C9513,Deposit,5709.81,2025-01-11,08:44:32,97.139.77.168,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; eu-FR) AppleWebKit/534.6.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.6.6",8290.65,2580.84,AC854838,AC785485,Port Robertmouth,Carmentown,Bank D,Bank E,0
T002172,C2641,Withdrawal,7378.22,2024-11-10,14:10:28,173.107.125.21,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; iw-IL) AppleWebKit/533.5.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.5.2",11136.52,3758.3,AC546584,AC567592,New Austin,New Madison,Bank D,Bank E,0
T002173,C9943,Transfer,1548.75,2025-03-31,03:17:57,71.46.133.225,Opera/9.57.(X11; Linux x86_64; mg-MG) Presto/2.9.178 Version/10.00,14117.55,12568.8,AC921506,AC644744,South Alyssaton,West Elizabethtown,Bank B,Bank B,0
T002174,C5094,Payment,7926.68,2025-05-21,15:26:57,19.142.115.88,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),3667.61,3667.61,AC556401,AC663553,Hillport,Pennybury,Bank B,Bank B,0
T002175,C5214,Transfer,59.48,2025-04-01,19:44:42,30.149.234.197,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_2 rv:5.0; uz-UZ) AppleWebKit/535.49.4 (KHTML, like Gecko) Version/5.1 Safari/535.49.4",11886.78,11827.3,AC435617,AC278398,Lake Ronald,Elizabethchester,Bank E,Bank C,0
T002176,C6633,Deposit,9381.77,2024-09-05,17:24:39,26.140.167.81,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/535.48.1 (KHTML, like Gecko) Version/5.1 Safari/535.48.1",6252.06,6252.06,AC777685,AC637424,Ashleyfort,New Sierra,Bank B,Bank D,0
T002177,C1629,Payment,5354.39,2024-11-19,18:01:25,75.44.250.180,Opera/9.41.(Windows 95; the-NP) Presto/2.9.174 Version/12.00,18356.36,13001.97,AC288214,AC690092,New Candaceland,East Shannon,Bank B,Bank C,0
T002178,C9712,Withdrawal,8886.68,2025-01-27,01:46:44,124.226.157.246,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/59.0.881.0 Safari/533.1",12305.94,3419.26,AC356067,AC148840,Barajaschester,Blackwellbury,Bank E,Bank A,0
T002179,C4072,Deposit,5457.17,2024-10-27,20:01:55,86.230.141.44,"Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/52.0.822.0 Safari/534.0",11067.96,5610.79,AC470151,AC484637,Cummingsbury,West Elaineville,Bank D,Bank E,0
T002180,C8786,Withdrawal,328.04,2025-04-12,23:19:43,199.25.166.225,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_4) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/33.0.809.0 Safari/535.0",19396.72,19068.68,AC401404,AC396886,Austinfort,Howardville,Bank A,Bank A,0
T002181,C8224,Transfer,9364.83,2024-09-24,14:22:16,38.26.137.247,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_9 rv:4.0; ml-IN) AppleWebKit/531.42.2 (KHTML, like Gecko) Version/5.1 Safari/531.42.2",15281.76,5916.93,AC808433,AC992242,Port Amanda,Port Garyside,Bank C,Bank B,0
T002182,C6068,Payment,7139.21,2024-09-26,10:07:18,176.14.142.54,"Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/16.0.863.0 Safari/535.0",5219.37,5219.37,AC848295,AC547180,Richardfurt,Lake Jasmineshire,Bank E,Bank A,0
T002183,C3590,Deposit,6603.1,2025-06-05,13:47:17,185.49.33.82,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.44.5 (KHTML, like Gecko) Version/4.1 Safari/535.44.5",7782.27,1179.17,AC336283,AC511585,North Stephanie,Lake Kimberly,Bank B,Bank C,0
T002184,C7609,Transfer,7287.88,2024-12-30,09:14:42,187.212.207.110,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/3.0),993.91,993.91,AC448557,AC589802,New Amymouth,Allisonmouth,Bank C,Bank E,0
T002185,C2799,Payment,8816.69,2025-07-08,00:09:24,140.0.49.194,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/9952-08-13 10:35:28 Firefox/5.0,14605.87,5789.18,AC870938,AC828855,Jamesfort,Jasonview,Bank B,Bank C,0
T002186,C1306,Deposit,3783.62,2025-07-02,01:56:43,159.7.147.215,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/17.9y5331.0 Mobile/62K117 Safari/533.2",11061.01,7277.39,AC685697,AC642524,East Kristyberg,East Davidbury,Bank E,Bank D,0
T002187,C2562,Payment,5635.02,2025-05-14,19:16:04,137.172.201.144,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.1),1130.13,1130.13,AC234779,AC899109,Stephanieport,Reyesshire,Bank D,Bank B,0
T002188,C4476,Payment,7580.35,2025-02-03,09:07:15,189.44.183.155,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/532.20.3 (KHTML, like Gecko) Version/4.0.1 Safari/532.20.3",3289.89,3289.89,AC791000,AC938484,South Reginaland,Port Henry,Bank A,Bank D,0
T002189,C2395,Withdrawal,704.29,2024-10-05,20:51:23,101.114.172.176,"Mozilla/5.0 (iPad; CPU iPad OS 17_3 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/41.0.890.0 Mobile/01C334 Safari/532.1",4853.83,4149.54,AC603458,AC123777,Martinmouth,North Gabrielburgh,Bank C,Bank C,0
T002190,C4755,Payment,6650.45,2025-08-03,21:14:53,105.15.147.221,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_0; rv:1.9.5.20) Gecko/6579-06-28 22:04:27 Firefox/3.8,7509.49,859.04,AC964848,AC866148,Adamview,Jenniferville,Bank C,Bank D,0
T002191,C9327,Deposit,7229.66,2025-08-03,10:01:50,186.246.36.211,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/31.0.887.0 Mobile/01Y344 Safari/534.2",1807.07,1807.07,AC921382,AC486754,New Williamborough,Fosterberg,Bank D,Bank D,0
T002192,C7651,Payment,9871.06,2025-04-04,22:25:00,100.219.120.255,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0),5997.32,5997.32,AC516456,AC404350,East Lonnie,Wilsonview,Bank A,Bank E,0
T002193,C3849,Withdrawal,2108.84,2024-11-03,12:11:10,58.62.235.82,Opera/9.11.(Windows NT 4.0; lt-LT) Presto/2.9.176 Version/11.00,7996.09,5887.25,AC932657,AC586320,Brookefort,Davidland,Bank D,Bank B,0
T002194,C1815,Withdrawal,5207.08,2025-05-31,09:33:50,206.212.6.193,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/54.0.839.0 Safari/533.2",16014.16,10807.08,AC353812,AC714829,Lauraview,North Markmouth,Bank E,Bank B,0
T002195,C5267,Transfer,1051.58,2025-07-22,01:35:27,116.53.140.157,"Mozilla/5.0 (iPad; CPU iPad OS 17_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/15.6w7959.0 Mobile/17D520 Safari/533.1",16737.74,15686.16,AC503540,AC250757,Port Staciemouth,Clementsbury,Bank A,Bank E,0
T002196,C6789,Payment,1881.45,2025-02-26,15:27:42,135.48.218.79,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; iw-IL) AppleWebKit/534.2.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6534.2.6",17577.54,15696.09,AC593773,AC204553,Lake Dana,West Erik,Bank B,Bank D,0
T002197,C7030,Deposit,582.57,2025-02-08,18:44:43,60.147.193.243,Opera/8.21.(X11; Linux x86_64; yue-HK) Presto/2.9.168 Version/11.00,991.13,408.56,AC163309,AC603910,North Gregorymouth,Port Jamieton,Bank C,Bank D,0
T002198,C7523,Deposit,7320.66,2024-12-03,19:33:04,160.102.147.207,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.15.5 (KHTML, like Gecko) Version/5.0.4 Safari/532.15.5",9031.33,1710.67,AC113785,AC286507,Mckinneyhaven,North Caleb,Bank D,Bank E,0
T002199,C1536,Deposit,259.19,2025-02-01,18:34:11,161.81.147.101,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1; rv:1.9.2.20) Gecko/6838-07-27 23:22:35 Firefox/3.6.19,18490.55,18231.36,AC114123,AC157073,Kellyville,Paulbury,Bank B,Bank E,0
T002200,C2250,Deposit,9009.64,2024-10-09,03:43:23,87.156.126.242,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/4.0),1291.12,1291.12,AC954151,AC903398,Jenkinsside,Morrishaven,Bank C,Bank E,0
T002201,C1472,Transfer,7050.84,2025-04-22,16:00:28,111.80.93.239,Opera/8.72.(Windows NT 5.0; ayc-PE) Presto/2.9.168 Version/11.00,16084.86,9034.02,AC557812,AC544351,South Alexandraton,West Eugenemouth,Bank D,Bank E,0
T002202,C8990,Transfer,8048.89,2025-02-26,18:33:37,147.114.155.246,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/24.0.815.0 Safari/531.0",11868.14,3819.25,AC125375,AC821446,New Meredith,Shepardfurt,Bank C,Bank B,0
T002203,C9715,Deposit,9781.58,2025-07-06,18:31:56,35.28.85.2,Opera/9.50.(Windows NT 6.2; ko-KR) Presto/2.9.189 Version/12.00,9845.14,63.56,AC882739,AC172617,West Sergio,Port Dennis,Bank D,Bank D,0
T002204,C9116,Payment,5900.26,2025-03-16,16:14:33,202.181.42.33,Opera/8.30.(X11; Linux i686; ja-JP) Presto/2.9.177 Version/11.00,1773.39,1773.39,AC517872,AC992296,Karlabury,Veronicaville,Bank E,Bank E,0
T002205,C1240,Withdrawal,9138.5,2025-01-30,01:31:56,105.30.38.132,Opera/9.81.(X11; Linux x86_64; se-NO) Presto/2.9.166 Version/10.00,4421.58,4421.58,AC365660,AC516308,South Kelliburgh,North Scott,Bank A,Bank A,0
T002206,C9006,Transfer,7079.37,2024-10-09,23:27:27,23.124.191.80,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_0 rv:6.0; ks-IN) AppleWebKit/533.28.7 (KHTML, like Gecko) Version/5.0.1 Safari/533.28.7",1891.42,1891.42,AC284569,AC169762,Lake Richardport,North Sergioside,Bank E,Bank C,0
T002207,C9125,Transfer,6245.73,2024-10-02,08:39:56,100.250.39.101,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/63.0.880.0 Safari/536.0",18608.93,12363.2,AC583002,AC200466,Lake Tylerfurt,North Kurtberg,Bank D,Bank C,0
T002208,C1893,Payment,799.58,2025-06-04,15:42:30,8.232.108.197,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_4 rv:2.0; gv-GB) AppleWebKit/533.6.2 (KHTML, like Gecko) Version/5.0.2 Safari/533.6.2",10491.63,9692.05,AC516295,AC873279,Michaelmouth,New Ian,Bank E,Bank C,0
T002209,C6059,Transfer,3266.72,2024-10-01,01:59:33,214.199.186.93,Mozilla/5.0 (Windows NT 4.0; tcy-IN; rv:1.9.1.20) Gecko/5344-07-15 09:57:45 Firefox/3.8,16487.72,13221.0,AC577035,AC874346,Watersville,Brownfurt,Bank C,Bank B,0
T002210,C6640,Payment,2701.6,2025-08-21,22:31:09,168.83.124.155,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.1),2370.56,2370.56,AC517919,AC160888,Johnview,East Mikeshire,Bank C,Bank E,0
T002211,C7870,Transfer,8948.89,2024-11-15,20:12:10,71.16.174.175,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.1),15755.23,6806.34,AC226315,AC237195,Tarahaven,New Morgan,Bank B,Bank A,0
T002212,C2027,Withdrawal,2307.04,2025-06-04,01:25:51,174.223.157.186,Opera/9.23.(X11; Linux x86_64; tig-ER) Presto/2.9.181 Version/10.00,11906.46,9599.42,AC816704,AC823685,North Sharonhaven,East Jasonberg,Bank D,Bank D,0
T002213,C1496,Deposit,2479.8,2025-05-31,08:19:20,62.127.212.127,Opera/9.38.(X11; Linux i686; dv-MV) Presto/2.9.182 Version/12.00,12840.92,10361.12,AC267998,AC103514,Matthewsburgh,Lake Kirstenshire,Bank B,Bank C,0
T002214,C6888,Withdrawal,2278.87,2025-01-24,16:42:01,113.108.199.37,Opera/8.54.(Windows NT 6.2; nds-NL) Presto/2.9.174 Version/12.00,9384.77,7105.9,AC134514,AC586624,Whitefort,North Hannah,Bank A,Bank B,0
T002215,C4719,Deposit,6817.29,2025-04-23,09:51:53,175.214.125.116,"Mozilla/5.0 (iPhone; CPU iPhone OS 2_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/10.8c6962.0 Mobile/50J312 Safari/534.0",677.93,677.93,AC471838,AC921970,Nicoleside,Hayestown,Bank A,Bank B,0
T002216,C3815,Withdrawal,7027.36,2025-07-03,09:49:01,81.141.11.63,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.0),11125.64,4098.28,AC619111,AC386601,Larsonmouth,New Nicoleside,Bank D,Bank A,0
T002217,C8495,Transfer,8810.4,2025-04-18,01:02:58,52.246.248.180,Opera/9.69.(Windows NT 6.1; nds-DE) Presto/2.9.179 Version/10.00,8071.15,8071.15,AC930022,AC834414,Cervantesport,Gibsonchester,Bank D,Bank C,0
